idx,time_imp,imp_count,hist_count,best_model
60003,16,17,3,3
60004,8,4,19,2
60005,13,14,20,1
60006,6,18,91,3
60007,14,31,9,2
60008,8,8,25,2
60009,7,128,3,1
60010,6,61,34,3
60011,5,33,43,1
60012,9,7,10,2
60013,11,8,118,3
60014,13,25,36,3
60015,13,9,9,1
60016,5,3,56,3
60017,13,27,17,3
60018,6,105,6,2
60019,12,10,106,2
60020,12,14,67,1
60021,10,48,65,2
60022,9,4,49,3
60023,7,44,2,2
60024,7,22,8,3
60025,18,61,21,2
60026,8,88,5,3
60027,7,120,37,2
60028,4,83,15,1
60029,9,113,7,2
60030,9,23,6,2
60031,11,2,7,3
60032,13,5,10,1
60033,11,172,14,1
60034,11,7,14,2
60035,4,14,8,1
60036,5,10,35,2
60037,16,42,11,2
60038,12,103,4,1
60039,17,10,12,1
60040,6,100,31,1
60041,5,86,7,1
60042,5,15,12,3
60043,11,2,7,3
60044,19,11,59,2
60045,18,19,25,3
60046,11,15,6,2
60047,9,5,6,3
60048,10,13,14,2
60049,6,71,17,2
60050,14,47,33,2
60051,6,14,0,3
60052,7,51,6,2
60053,10,42,0,1
60054,12,7,5,1
60055,6,11,20,1
60056,12,21,19,1
60057,10,17,21,3
60058,8,23,105,2
60059,8,26,21,3
60060,3,47,39,1
60061,9,183,7,1
60062,8,13,3,3
60063,1,40,4,2
60064,5,101,4,2
60065,11,59,127,2
60066,10,38,18,1
60067,14,11,16,2
60068,14,41,49,1
60069,7,14,18,1
60070,10,5,139,3
60071,14,7,29,3
60072,16,24,9,3
60073,13,13,41,3
60074,8,19,113,3
60075,7,38,8,2
60076,8,62,11,1
60077,6,28,31,3
60078,14,73,5,1
60079,7,35,10,3
60080,22,59,2,2
60081,6,9,17,2
60082,8,2,9,2
60083,8,4,0,2
60084,12,39,63,2
60085,16,21,3,2
60086,9,44,25,1
60087,13,51,53,3
60088,8,32,175,1
60089,6,105,179,1
60090,11,45,12,2
60091,9,13,94,1
60092,7,98,11,2
60093,4,7,0,2
60094,6,238,113,1
60095,14,18,18,3
60096,12,5,22,1
60097,7,37,5,1
60098,9,82,40,2
60099,0,7,18,2
60100,11,14,25,1
60101,7,5,36,2
60102,7,13,30,2
60103,8,13,15,2
60104,8,2,245,3
60105,7,20,1,2
60106,6,57,87,1
60107,10,28,70,3
60108,13,24,21,3
60109,12,12,10,2
60110,14,74,20,3
60111,9,53,64,1
60112,22,68,5,1
60113,11,68,21,3
60114,11,23,3,2
60115,6,10,5,1
60116,11,98,24,1
60117,14,28,40,1
60118,8,17,70,1
60119,14,8,113,3
60120,13,38,16,2
60121,12,7,27,2
60122,13,79,11,1
60123,10,8,36,1
60124,11,48,11,2
60125,16,5,11,3
60126,17,20,59,3
60127,9,2,18,3
60128,10,20,1,1
60129,5,27,6,1
60130,11,39,4,1
60131,5,20,5,3
60132,12,55,33,2
60133,9,22,0,1
60134,11,94,0,1
60135,5,4,40,3
60136,7,19,59,2
60137,3,11,6,1
60138,5,7,178,2
60139,3,113,15,1
60140,9,3,13,2
60141,12,31,5,3
60142,14,10,19,2
60143,13,120,65,1
60144,3,29,14,1
60145,14,151,16,3
60146,6,39,9,2
60147,7,17,4,3
60148,2,53,9,2
60149,15,13,11,2
60150,7,12,74,1
60151,5,10,2,2
60152,9,56,18,1
60153,17,28,25,3
60154,7,134,14,2
60155,13,46,2,3
60156,7,25,60,1
60157,11,21,55,3
60158,16,17,12,2
60159,23,51,5,2
60160,5,23,8,3
60161,12,10,22,1
60162,6,29,36,3
60163,7,17,34,2
60164,13,26,43,1
60165,14,14,1,3
60166,11,14,7,1
60167,6,30,5,1
60168,9,6,5,3
60169,9,7,8,2
60170,9,34,10,1
60171,12,45,1,1
60172,14,45,9,3
60173,8,56,3,3
60174,5,80,11,2
60175,10,8,10,3
60176,13,6,31,3
60177,12,12,9,1
60178,7,2,8,3
60179,15,28,56,2
60180,15,6,11,1
60181,10,9,15,2
60182,5,8,21,1
60183,5,78,2,2
60184,13,166,46,2
60185,12,28,27,1
60186,15,2,37,2
60187,12,2,3,3
60188,14,30,154,3
60189,5,97,51,3
60190,4,17,36,2
60191,18,81,6,2
60192,8,76,19,2
60193,5,61,38,1
60194,13,5,4,2
60195,8,12,40,2
60196,14,12,8,3
60197,13,55,82,2
60198,10,32,64,1
60199,9,16,34,1
60200,9,6,84,2
60201,5,27,12,1
60202,13,11,92,3
60203,10,4,6,2
60204,13,20,7,1
60205,11,9,40,2
60206,5,7,15,2
60207,6,62,42,1
60208,13,14,67,2
60209,9,16,15,2
60210,16,32,8,1
60211,9,36,18,2
60212,9,2,47,1
60213,10,20,9,2
60214,17,25,9,2
60215,15,70,64,3
60216,17,52,28,1
60217,11,63,25,2
60218,6,7,7,1
60219,5,5,21,1
60220,0,2,6,3
60221,13,12,68,1
60222,14,26,39,2
60223,14,9,22,1
60224,9,52,36,3
60225,16,44,30,1
60226,11,82,2,2
60227,10,68,22,3
60228,7,11,22,1
60229,15,50,15,1
60230,11,27,14,1
60231,15,2,29,3
60232,15,47,6,2
60233,10,2,17,2
60234,7,88,107,1
60235,7,37,4,3
60236,9,134,47,2
60237,11,23,23,3
60238,2,22,0,1
60239,6,29,40,2
60240,15,13,23,1
60241,14,66,93,2
60242,11,28,41,1
60243,18,128,46,1
60244,3,22,3,3
60245,13,55,9,3
60246,8,14,31,2
60247,8,17,6,2
60248,9,22,16,2
60249,3,98,70,1
60250,14,99,109,1
60251,1,70,3,1
60252,12,32,10,1
60253,11,25,29,1
60254,11,7,25,2
60255,7,2,44,2
60256,10,32,2,1
60257,9,2,6,3
60258,5,12,4,2
60259,8,19,15,2
60260,13,121,23,3
60261,13,7,6,3
60262,17,5,15,1
60263,8,34,9,2
60264,12,13,12,3
60265,12,47,5,3
60266,9,11,16,2
60267,6,35,5,1
60268,8,103,114,1
60269,7,17,10,2
60270,13,39,5,3
60271,8,2,6,3
60272,18,19,9,2
60273,4,32,38,2
60274,10,65,10,3
60275,8,14,3,1
60276,1,26,23,1
60277,5,32,2,1
60278,12,64,4,1
60279,14,24,48,1
60280,13,4,19,2
60281,8,46,40,2
60282,4,7,34,1
60283,15,276,12,2
60284,4,17,6,1
60285,11,10,59,3
60286,14,24,5,1
60287,7,20,3,1
60288,21,89,20,3
60289,15,5,12,2
60290,7,20,58,1
60291,8,14,42,2
60292,11,61,8,1
60293,16,10,16,2
60294,2,62,13,2
60295,11,14,237,2
60296,5,8,36,1
60297,10,6,135,2
60298,12,7,134,3
60299,7,5,240,3
60300,13,12,17,2
60301,8,18,95,2
60302,10,15,2,2
60303,4,35,52,1
60304,7,103,17,1
60305,6,17,6,3
60306,8,7,18,2
60307,4,12,23,1
60308,9,2,15,2
60309,8,6,21,3
60310,11,18,11,3
60311,13,77,21,1
60312,13,25,29,2
60313,7,55,25,3
60314,4,15,3,1
60315,6,37,119,1
60316,10,5,150,1
60317,6,8,13,2
60318,7,11,0,1
60319,10,29,17,2
60320,10,7,46,1
60321,8,11,23,3
60322,7,113,6,2
60323,6,17,77,3
60324,5,44,49,1
60325,15,5,7,1
60326,11,26,31,2
60327,15,72,109,1
60328,13,2,9,2
60329,17,65,8,3
60330,12,28,45,2
60331,11,77,65,1
60332,7,14,8,3
60333,16,15,8,3
60334,13,6,26,3
60335,5,14,41,2
60336,8,4,72,3
60337,11,81,199,1
60338,13,48,46,2
60339,9,37,156,3
60340,12,20,34,2
60341,15,2,13,3
60342,7,11,26,2
60343,11,40,28,1
60344,13,12,26,1
60345,13,13,2,1
60346,2,28,17,2
60347,11,21,33,2
60348,7,20,51,1
60349,9,2,14,3
60350,5,4,0,1
60351,7,97,6,1
60352,9,14,216,2
60353,0,33,27,3
60354,10,255,9,2
60355,10,69,11,2
60356,6,25,6,1
60357,17,66,28,2
60358,14,18,24,1
60359,9,89,6,1
60360,11,49,7,2
60361,8,16,6,2
60362,5,12,47,2
60363,6,50,6,3
60364,12,11,38,3
60365,10,160,6,2
60366,9,33,6,3
60367,12,19,1,3
60368,8,17,60,1
60369,7,6,10,3
60370,11,11,5,2
60371,17,129,7,2
60372,11,99,5,1
60373,11,19,0,2
60374,18,13,28,2
60375,6,83,9,1
60376,6,13,5,2
60377,6,4,5,3
60378,8,28,17,2
60379,4,38,219,2
60380,7,2,7,3
60381,13,18,13,3
60382,13,37,32,1
60383,14,66,103,1
60384,6,14,22,1
60385,13,11,92,2
60386,10,38,40,1
60387,8,7,13,3
60388,8,32,32,1
60389,13,32,26,1
60390,11,8,35,3
60391,8,16,75,1
60392,10,19,72,3
60393,7,3,48,3
60394,20,26,4,2
60395,4,11,59,3
60396,8,129,63,1
60397,11,12,11,1
60398,11,2,69,3
60399,2,21,22,2
60400,10,4,8,3
60401,13,22,19,1
60402,16,54,5,2
60403,2,25,3,1
60404,4,89,64,1
60405,12,37,7,2
60406,12,32,17,2
60407,14,12,36,1
60408,13,12,8,2
60409,11,18,18,1
60410,11,7,51,2
60411,12,2,0,3
60412,17,173,36,2
60413,13,12,108,1
60414,11,13,15,1
60415,12,7,61,3
60416,16,45,214,1
60417,8,21,28,1
60418,6,77,40,3
60419,6,27,8,1
60420,8,23,53,3
60421,8,16,66,2
60422,5,15,3,2
60423,10,14,11,1
60424,11,27,17,2
60425,8,51,35,1
60426,9,19,10,3
60427,16,93,144,2
60428,11,71,9,2
60429,3,2,8,3
60430,10,51,17,2
60431,17,5,46,3
60432,11,164,1,3
60433,17,5,82,2
60434,14,26,83,2
60435,14,24,18,3
60436,11,43,47,3
60437,9,129,39,1
60438,14,86,24,2
60439,6,27,32,2
60440,9,78,6,1
60441,4,10,69,2
60442,18,128,3,1
60443,15,38,28,1
60444,4,108,8,1
60445,12,39,45,3
60446,7,103,6,3
60447,13,7,28,2
60448,5,4,74,3
60449,9,16,8,1
60450,15,113,3,1
60451,12,28,128,2
60452,9,50,14,2
60453,4,5,41,2
60454,4,29,8,2
60455,10,115,32,1
60456,11,132,27,1
60457,9,27,13,2
60458,5,14,0,3
60459,15,27,19,3
60460,12,2,121,2
60461,15,14,38,2
60462,13,74,65,2
60463,6,12,39,3
60464,17,39,5,3
60465,17,37,3,1
60466,16,47,54,3
60467,5,31,2,1
60468,13,65,3,2
60469,5,36,5,3
60470,5,6,83,2
60471,11,7,2,1
60472,8,51,77,3
60473,14,44,56,1
60474,7,9,61,2
60475,6,54,42,2
60476,9,14,42,3
60477,14,27,14,3
60478,16,26,21,1
60479,12,56,22,1
60480,5,22,13,1
60481,11,9,58,1
60482,7,25,49,1
60483,7,17,20,2
60484,13,3,14,3
60485,6,33,25,2
60486,8,47,49,1
60487,8,19,5,1
60488,17,19,1,3
60489,5,17,7,3
60490,7,7,7,2
60491,7,210,16,1
60492,6,134,60,1
60493,8,10,5,3
60494,16,62,80,2
60495,6,130,10,1
60496,15,67,8,2
60497,5,14,48,1
60498,16,98,7,1
60499,12,2,16,3
60500,12,81,31,2
60501,9,10,48,2
60502,12,66,45,2
60503,13,5,1,2
60504,6,25,67,3
60505,9,32,94,3
60506,13,7,14,3
60507,19,42,33,2
60508,12,20,19,3
60509,11,81,11,2
60510,14,41,159,1
60511,11,5,9,2
60512,6,5,13,1
60513,5,126,103,1
60514,8,7,7,1
60515,17,103,7,1
60516,15,4,82,3
60517,7,41,12,2
60518,11,18,4,3
60519,7,38,20,1
60520,10,17,26,2
60521,11,47,33,1
60522,10,7,68,1
60523,13,10,14,3
60524,10,113,101,1
60525,18,36,49,2
60526,8,12,11,1
60527,16,53,0,1
60528,11,86,9,1
60529,13,32,51,3
60530,8,43,91,1
60531,4,17,37,2
60532,11,119,80,1
60533,13,47,7,3
60534,11,20,12,1
60535,8,2,33,3
60536,11,73,39,1
60537,6,4,7,2
60538,13,10,44,1
60539,11,41,22,1
60540,15,4,17,2
60541,7,4,0,2
60542,6,29,25,3
60543,6,43,26,1
60544,11,51,19,2
60545,4,5,14,1
60546,8,18,27,2
60547,7,4,22,3
60548,12,45,0,1
60549,14,7,9,3
60550,11,49,146,1
60551,8,123,69,2
60552,4,105,26,1
60553,15,14,17,3
60554,5,38,6,2
60555,5,3,75,1
60556,16,2,18,3
60557,14,4,28,1
60558,8,2,8,3
60559,5,23,0,2
60560,5,4,7,1
60561,8,5,9,2
60562,9,65,86,1
60563,5,76,39,1
60564,7,120,53,1
60565,8,27,31,2
60566,13,20,13,1
60567,2,16,7,3
60568,12,134,42,1
60569,7,6,121,2
60570,11,42,20,1
60571,9,34,34,3
60572,16,5,8,3
60573,12,17,57,1
60574,11,58,38,2
60575,2,265,93,1
60576,17,59,33,2
60577,8,23,28,2
60578,9,16,5,1
60579,8,17,13,2
60580,7,7,12,2
60581,9,67,23,2
60582,13,35,17,2
60583,16,2,17,3
60584,13,19,14,2
60585,8,71,29,2
60586,8,29,16,1
60587,9,183,147,3
60588,9,14,190,1
60589,14,11,62,3
60590,17,7,8,3
60591,5,239,42,2
60592,6,11,11,1
60593,9,10,13,2
60594,9,24,57,1
60595,11,14,28,1
60596,3,2,3,3
60597,7,17,13,2
60598,15,7,21,2
60599,16,13,66,2
60600,6,4,60,2
60601,14,122,21,1
60602,8,53,66,2
60603,5,2,8,3
60604,7,47,40,1
60605,9,78,15,3
60606,5,7,32,2
60607,9,4,24,1
60608,7,13,23,1
60609,9,13,18,2
60610,13,119,26,3
60611,18,45,17,2
60612,12,42,37,3
60613,10,33,17,2
60614,10,6,24,2
60615,9,153,16,2
60616,14,33,74,2
60617,6,90,36,1
60618,4,55,46,1
60619,11,8,23,3
60620,9,83,30,1
60621,8,265,41,1
60622,10,25,9,1
60623,7,28,6,2
60624,9,30,67,2
60625,7,49,6,2
60626,9,34,122,1
60627,10,14,6,2
60628,13,60,18,1
60629,7,11,4,1
60630,9,52,203,2
60631,10,19,15,3
60632,9,53,77,1
60633,10,7,51,3
60634,15,7,7,2
60635,6,46,70,2
60636,12,7,36,2
60637,5,4,7,1
60638,14,11,4,3
60639,22,7,2,3
60640,8,79,49,1
60641,6,26,11,2
60642,9,2,5,3
60643,15,14,50,1
60644,10,35,161,1
60645,11,7,26,2
60646,8,45,19,2
60647,11,27,137,2
60648,16,6,27,2
60649,10,5,121,2
60650,5,35,108,2
60651,6,90,30,1
60652,5,76,76,2
60653,5,124,15,3
60654,14,7,5,2
60655,13,60,27,1
60656,5,2,3,3
60657,8,92,41,1
60658,7,82,38,3
60659,7,4,0,1
60660,2,17,74,1
60661,2,51,53,2
60662,11,92,25,2
60663,10,37,39,1
60664,9,10,106,3
60665,6,276,105,2
60666,16,4,20,1
60667,8,7,58,3
60668,7,23,99,3
60669,13,116,127,1
60670,8,82,12,1
60671,3,71,57,2
60672,12,2,99,3
60673,12,8,15,1
60674,10,29,4,3
60675,8,86,22,3
60676,13,9,7,1
60677,5,29,6,1
60678,17,21,44,3
60679,6,71,31,2
60680,2,7,10,1
60681,10,100,52,2
60682,9,13,29,3
60683,20,19,46,1
60684,9,4,3,1
60685,7,37,26,1
60686,3,16,7,2
60687,10,9,5,3
60688,7,17,0,1
60689,12,14,6,1
60690,13,124,9,2
60691,10,133,151,1
60692,18,52,12,2
60693,12,60,123,1
60694,8,17,42,2
60695,6,91,33,2
60696,6,18,48,2
60697,6,96,10,2
60698,10,19,43,1
60699,16,5,5,3
60700,12,10,9,1
60701,3,110,16,2
60702,6,7,23,2
60703,8,65,9,3
60704,8,8,42,1
60705,9,26,0,1
60706,9,35,68,3
60707,6,140,6,1
60708,6,10,3,1
60709,10,7,150,2
60710,8,40,14,1
60711,6,7,4,2
60712,9,37,59,1
60713,8,69,0,1
60714,21,37,15,2
60715,14,7,11,2
60716,14,14,90,1
60717,12,12,5,1
60718,13,72,46,3
60719,11,11,28,1
60720,12,94,5,1
60721,12,58,52,1
60722,7,26,8,1
60723,2,31,12,1
60724,17,33,5,2
60725,5,58,77,2
60726,9,127,75,1
60727,8,37,34,2
60728,6,59,20,2
60729,13,17,44,1
60730,10,39,5,2
60731,7,4,0,2
60732,9,27,18,1
60733,11,87,40,2
60734,10,4,14,3
60735,12,92,55,2
60736,8,126,48,1
60737,11,5,23,2
60738,16,34,4,3
60739,16,11,52,2
60740,5,11,21,2
60741,9,13,34,3
60742,12,7,70,2
60743,1,5,14,1
60744,5,86,5,1
60745,8,97,13,3
60746,5,13,44,2
60747,14,14,18,3
60748,20,67,3,1
60749,13,8,4,1
60750,14,60,28,1
60751,10,17,6,2
60752,14,6,65,3
60753,15,11,0,3
60754,5,10,22,2
60755,10,2,169,3
60756,15,21,9,3
60757,8,24,8,1
60758,9,4,13,3
60759,11,70,16,2
60760,6,80,14,1
60761,13,4,49,3
60762,10,4,7,2
60763,16,41,1,2
60764,6,8,8,1
60765,11,10,122,3
60766,14,8,28,2
60767,8,111,0,1
60768,5,25,21,2
60769,13,145,0,1
60770,7,21,47,3
60771,6,6,6,3
60772,13,93,94,2
60773,3,30,3,1
60774,13,66,91,2
60775,7,34,28,1
60776,10,32,7,1
60777,5,7,5,2
60778,12,114,97,1
60779,11,13,3,1
60780,17,5,4,2
60781,10,5,3,3
60782,5,39,17,1
60783,12,20,24,1
60784,13,28,12,1
60785,9,60,88,2
60786,9,125,51,1
60787,7,69,64,3
60788,11,33,20,2
60789,13,51,20,2
60790,19,13,4,3
60791,13,25,111,3
60792,14,14,127,3
60793,11,6,34,1
60794,4,26,10,1
60795,7,6,16,3
60796,18,22,13,1
60797,14,14,39,1
60798,9,16,9,1
60799,7,78,3,2
60800,14,14,1,1
60801,6,4,13,3
60802,1,2,5,3
60803,6,72,42,2
60804,9,31,64,2
60805,8,3,1,2
60806,7,10,6,1
60807,20,75,9,2
60808,8,77,0,1
60809,14,42,18,2
60810,14,63,3,1
60811,8,14,23,1
60812,7,10,4,2
60813,7,13,29,2
60814,10,132,14,3
60815,9,10,72,1
60816,10,197,7,1
60817,23,94,51,2
60818,10,17,7,1
60819,13,25,51,1
60820,13,8,10,3
60821,13,12,33,1
60822,2,5,0,1
60823,15,50,61,1
60824,4,4,6,3
60825,12,64,59,2
60826,6,10,13,2
60827,9,4,53,3
60828,12,123,42,1
60829,8,32,147,3
60830,8,5,23,2
60831,9,48,7,2
60832,8,62,111,1
60833,9,11,57,2
60834,13,14,6,1
60835,8,54,11,2
60836,15,54,48,1
60837,8,15,5,1
60838,13,8,4,1
60839,5,48,13,2
60840,19,51,17,1
60841,5,11,15,3
60842,7,46,10,3
60843,6,74,61,2
60844,13,20,72,1
60845,15,139,94,1
60846,7,41,24,1
60847,6,80,48,1
60848,18,172,6,1
60849,3,35,3,2
60850,9,102,121,2
60851,12,19,17,2
60852,7,6,34,2
60853,7,2,34,3
60854,7,132,12,1
60855,5,11,3,2
60856,6,9,30,3
60857,15,55,30,2
60858,12,32,93,1
60859,13,4,5,2
60860,6,12,98,1
60861,9,13,3,2
60862,12,12,14,2
60863,11,23,62,2
60864,7,28,45,2
60865,11,17,0,1
60866,12,38,43,2
60867,20,43,7,3
60868,8,32,11,1
60869,10,9,34,2
60870,16,10,25,1
60871,11,22,33,3
60872,14,49,8,1
60873,11,16,72,2
60874,14,46,11,1
60875,6,66,42,2
60876,15,42,24,3
60877,15,15,12,1
60878,7,11,4,1
60879,6,11,6,3
60880,12,5,26,3
60881,11,94,149,2
60882,10,104,23,1
60883,8,5,11,2
60884,11,6,34,1
60885,5,18,28,1
60886,11,13,3,1
60887,8,13,11,2
60888,9,49,24,2
60889,10,28,24,1
60890,11,34,20,2
60891,15,16,81,3
60892,19,16,2,3
60893,11,95,169,2
60894,13,59,20,3
60895,10,7,102,2
60896,9,133,67,2
60897,11,22,13,1
60898,9,13,16,2
60899,10,26,31,1
60900,16,37,160,2
60901,17,41,126,2
60902,9,94,57,1
60903,6,79,210,2
60904,13,15,15,3
60905,12,117,13,3
60906,8,2,35,3
60907,15,32,27,3
60908,12,19,7,2
60909,5,23,1,1
60910,8,13,10,1
60911,14,49,25,1
60912,9,28,81,3
60913,10,13,16,1
60914,9,37,7,1
60915,14,33,25,2
60916,9,23,46,1
60917,7,7,6,1
60918,14,131,101,1
60919,7,46,41,1
60920,1,26,6,1
60921,10,15,84,2
60922,6,27,7,3
60923,8,35,28,2
60924,11,43,2,1
60925,9,8,8,1
60926,11,6,16,1
60927,9,51,0,2
60928,15,53,0,3
60929,14,14,9,1
60930,5,43,11,3
60931,10,79,26,2
60932,10,16,142,1
60933,8,5,17,2
60934,15,7,42,2
60935,6,49,49,1
60936,13,12,6,1
60937,16,2,59,2
60938,5,155,13,2
60939,7,67,10,1
60940,23,5,32,3
60941,15,39,37,2
60942,6,32,15,2
60943,17,12,3,3
60944,16,7,16,3
60945,6,29,3,3
60946,8,78,7,2
60947,4,33,42,1
60948,0,4,36,1
60949,12,12,23,1
60950,11,27,31,3
60951,12,30,77,2
60952,13,11,109,2
60953,4,32,129,1
60954,20,22,4,2
60955,13,50,8,2
60956,7,34,14,2
60957,11,13,93,1
60958,3,2,72,3
60959,6,51,96,2
60960,16,7,58,2
60961,9,24,62,1
60962,9,16,18,2
60963,4,28,33,2
60964,6,26,56,2
60965,11,18,21,1
60966,15,64,35,2
60967,20,4,11,2
60968,6,19,60,2
60969,9,38,9,1
60970,15,60,29,2
60971,13,27,13,1
60972,6,3,3,2
60973,3,95,26,3
60974,14,27,16,1
60975,10,16,0,3
60976,10,41,16,2
60977,5,30,4,1
60978,12,17,162,1
60979,11,4,28,2
60980,12,15,0,3
60981,9,25,16,1
60982,7,13,42,2
60983,9,45,18,2
60984,7,24,81,1
60985,16,96,39,2
60986,3,81,116,3
60987,11,82,9,2
60988,7,34,16,3
60989,11,55,19,1
60990,8,7,20,1
60991,16,5,34,3
60992,10,11,61,2
60993,11,13,37,1
60994,12,61,47,1
60995,18,4,27,3
60996,12,2,7,3
60997,9,46,31,2
60998,9,83,52,2
60999,5,6,74,1
61000,10,5,13,2
61001,0,51,6,2
61002,11,21,17,1
61003,6,24,26,3
61004,12,28,35,1
61005,12,7,6,2
61006,15,45,47,1
61007,9,44,25,1
61008,7,25,36,1
61009,8,2,60,1
61010,7,32,12,2
61011,14,96,112,1
61012,9,74,3,1
61013,14,101,39,1
61014,8,95,30,1
61015,3,64,19,2
61016,10,15,44,2
61017,9,34,6,3
61018,8,10,38,3
61019,8,50,32,1
61020,14,20,34,2
61021,1,11,7,2
61022,9,16,19,2
61023,4,51,30,2
61024,5,17,12,2
61025,18,50,21,1
61026,11,14,6,1
61027,3,43,53,2
61028,8,7,20,1
61029,13,30,60,2
61030,12,2,24,3
61031,7,81,102,1
61032,11,46,45,3
61033,13,64,40,2
61034,20,144,6,1
61035,15,27,281,1
61036,8,12,32,1
61037,12,149,24,1
61038,13,75,33,3
61039,10,38,90,2
61040,6,31,14,1
61041,8,35,20,1
61042,6,2,37,3
61043,9,2,16,2
61044,11,233,6,1
61045,7,63,20,3
61046,15,8,65,2
61047,6,12,19,3
61048,6,22,9,2
61049,7,41,13,1
61050,13,40,8,1
61051,6,13,3,1
61052,1,37,187,1
61053,16,17,44,1
61054,14,11,24,2
61055,8,113,16,1
61056,4,16,62,1
61057,10,28,22,1
61058,10,40,7,3
61059,10,43,0,1
61060,11,11,27,1
61061,7,3,4,2
61062,11,78,1,2
61063,7,54,8,1
61064,17,26,68,2
61065,13,77,27,2
61066,12,2,36,2
61067,8,7,69,2
61068,8,14,3,2
61069,14,60,84,2
61070,1,197,36,2
61071,6,14,344,3
61072,15,92,64,2
61073,9,16,55,1
61074,13,44,35,2
61075,5,11,3,3
61076,9,13,3,2
61077,7,19,96,2
61078,13,16,35,1
61079,6,10,128,2
61080,7,48,1,2
61081,11,88,39,1
61082,18,12,37,1
61083,12,22,49,3
61084,12,96,4,1
61085,4,2,15,2
61086,14,124,5,1
61087,13,5,44,2
61088,10,7,24,2
61089,7,24,91,3
61090,13,22,47,1
61091,12,76,6,2
61092,20,32,69,1
61093,13,27,2,1
61094,6,4,30,3
61095,17,2,12,3
61096,7,17,1,1
61097,16,56,23,3
61098,16,92,39,3
61099,6,7,70,1
61100,18,33,113,2
61101,11,11,3,1
61102,7,69,27,1
61103,9,9,24,3
61104,8,8,18,3
61105,14,28,18,3
61106,7,8,2,2
61107,5,7,14,2
61108,6,66,101,1
61109,4,113,10,2
61110,14,21,45,1
61111,9,10,15,2
61112,9,2,30,3
61113,6,18,27,3
61114,13,69,14,1
61115,14,40,12,2
61116,10,23,12,2
61117,6,147,57,1
61118,10,120,10,2
61119,13,7,15,3
61120,15,58,4,2
61121,7,18,172,3
61122,14,10,192,1
61123,12,131,8,2
61124,9,4,5,3
61125,3,23,8,1
61126,6,2,12,3
61127,6,13,19,1
61128,7,27,11,1
61129,13,2,24,2
61130,11,122,67,2
61131,2,12,8,1
61132,9,43,34,2
61133,10,2,32,3
61134,10,78,2,1
61135,12,2,17,2
61136,7,10,8,3
61137,16,74,17,2
61138,14,36,11,2
61139,14,14,148,1
61140,13,22,41,1
61141,14,51,90,1
61142,11,21,13,3
61143,13,13,10,2
61144,6,29,123,2
61145,10,204,20,2
61146,7,77,58,3
61147,14,13,81,2
61148,6,14,4,3
61149,8,11,29,2
61150,5,25,35,2
61151,10,41,42,2
61152,13,44,23,3
61153,11,11,74,2
61154,8,3,16,3
61155,10,6,12,2
61156,8,17,15,2
61157,11,50,23,2
61158,10,5,8,3
61159,8,34,13,1
61160,12,14,7,1
61161,15,12,36,1
61162,6,2,80,3
61163,5,10,2,1
61164,5,2,17,3
61165,3,10,71,3
61166,10,9,24,2
61167,16,11,16,2
61168,6,2,53,3
61169,13,120,9,2
61170,5,7,70,2
61171,7,6,5,3
61172,9,44,1,1
61173,8,10,26,2
61174,7,71,6,2
61175,12,6,3,1
61176,12,61,64,2
61177,7,33,12,2
61178,12,64,2,1
61179,5,5,362,2
61180,15,49,81,1
61181,14,90,123,2
61182,12,19,24,1
61183,6,17,6,1
61184,8,13,23,2
61185,11,32,3,1
61186,7,219,32,1
61187,10,2,0,3
61188,9,7,18,1
61189,2,2,5,3
61190,10,81,250,1
61191,5,21,83,3
61192,9,24,2,1
61193,10,109,11,1
61194,3,36,57,2
61195,9,13,49,2
61196,19,49,76,1
61197,7,8,11,3
61198,10,87,29,2
61199,11,17,52,2
61200,11,17,18,2
61201,11,5,133,2
61202,6,2,10,3
61203,8,7,30,3
61204,3,20,4,1
61205,8,31,56,2
61206,6,5,3,2
61207,9,56,2,2
61208,13,13,56,2
61209,12,87,133,2
61210,6,14,14,3
61211,9,14,5,3
61212,7,14,25,1
61213,3,107,42,2
61214,11,9,15,2
61215,7,18,129,2
61216,7,17,15,1
61217,9,89,30,3
61218,12,17,0,2
61219,6,8,14,2
61220,4,39,3,2
61221,9,31,9,3
61222,14,30,58,1
61223,9,43,18,2
61224,5,4,10,2
61225,12,57,8,1
61226,6,22,25,1
61227,6,41,0,1
61228,10,146,202,1
61229,12,59,51,1
61230,10,13,35,1
61231,1,3,205,3
61232,11,117,63,1
61233,15,7,33,2
61234,9,2,16,3
61235,13,57,9,1
61236,14,22,6,2
61237,13,13,23,3
61238,11,99,17,1
61239,5,13,16,3
61240,9,88,54,1
61241,14,64,64,2
61242,2,81,13,3
61243,9,9,67,3
61244,17,11,5,1
61245,15,21,3,2
61246,11,25,6,2
61247,11,39,38,2
61248,6,7,140,1
61249,11,53,39,2
61250,19,51,5,1
61251,14,46,9,1
61252,9,101,2,1
61253,9,6,7,2
61254,12,4,12,2
61255,8,132,24,2
61256,9,22,42,2
61257,1,117,65,3
61258,18,12,55,2
61259,3,4,14,1
61260,20,39,56,3
61261,11,55,0,1
61262,5,13,6,1
61263,5,19,4,3
61264,12,84,10,1
61265,9,11,1,3
61266,7,56,17,1
61267,6,12,1,2
61268,6,17,4,2
61269,8,59,7,1
61270,14,32,5,1
61271,16,5,7,3
61272,9,55,241,1
